,index,longitude,latitude,acq_date,acq_time,satellite
1298,128874,-86.639602,35.254038,2022-09-08,1619,L8
1314,128890,-88.495877,28.192883,2022-09-08,1620,L8
1317,128893,-88.289278,28.521801,2022-09-08,1620,L8
1318,128894,-87.314877,30.405532,2022-09-08,1620,L8
1319,128895,-87.824328,30.412514,2022-09-08,1620,L8
1320,128896,-86.175986,30.461784,2022-09-08,1620,L8
1321,128897,-87.202994,30.522433,2022-09-08,1620,L8
1324,128900,-86.956849,30.635472,2022-09-08,1620,L8
1326,128902,-87.610395,30.665448,2022-09-08,1620,L8
1328,128904,-87.065819,30.670926,2022-09-08,1620,L8
1332,128908,-87.140207,30.784835,2022-09-08,1620,L8
1356,128932,-94.100871,46.684786,2022-09-08,1704,L9
1360,128936,-94.364013,46.743237,2022-09-08,1704,L9
1361,128937,-92.806294,48.409147,2022-09-08,1704,L9
1363,128939,-94.882807,42.325511,2022-09-08,1705,L9
1368,128944,-95.157713,42.453856,2022-09-08,1705,L9
1369,128945,-95.171677,42.583269,2022-09-08,1705,L9
1373,128949,-95.977699,42.643486,2022-09-08,1705,L9
1375,128951,-94.620604,42.746923,2022-09-08,1705,L9
1377,128953,-94.834686,42.84689,2022-09-08,1705,L9
1379,128955,-96.48471,42.987084,2022-09-08,1705,L9
1382,128958,-94.834943,43.606501,2022-09-08,1705,L9
1385,128961,-94.161561,43.770915,2022-09-08,1705,L9
1387,128963,-95.927843,43.996434,2022-09-08,1705,L9
1395,128971,-94.030602,44.174628,2022-09-08,1705,L9
1396,128972,-93.954211,44.34761,2022-09-08,1705,L9
1397,128973,-94.698548,44.407297,2022-09-08,1705,L9
1398,128974,-94.990403,44.547345,2022-09-08,1705,L9
1403,128979,-93.990193,44.761874,2022-09-08,1705,L9
1404,128980,-95.690487,44.830877,2022-09-08,1705,L9
1407,128983,-94.743686,45.085299,2022-09-08,1705,L9
1408,128984,-94.999874,45.205862,2022-09-08,1705,L9
1414,128990,-95.330203,45.21256,2022-09-08,1705,L9
1415,128991,-95.198126,45.767947,2022-09-08,1705,L9
1416,128992,-94.399642,46.465261,2022-09-08,1705,L9
1422,128998,-97.092693,39.610132,2022-09-08,1706,L9
1423,128999,-95.417214,40.756142,2022-09-08,1706,L9
1427,129003,-95.963783,40.948813,2022-09-08,1706,L9
1431,129007,-95.053339,41.288081,2022-09-08,1706,L9
1433,129009,-95.387535,41.313659,2022-09-08,1706,L9
1434,129010,-95.023999,41.417011,2022-09-08,1706,L9
1438,129014,-95.452305,41.512894,2022-09-08,1706,L9
1441,129017,-95.91691,41.516036,2022-09-08,1706,L9
1442,129018,-95.316334,41.641259,2022-09-08,1706,L9
1443,129019,-95.948973,41.720602,2022-09-08,1706,L9
1464,129040,-95.362701,41.955299,2022-09-08,1706,L9
1476,129052,-97.810401,35.196792,2022-09-08,1707,L9
1478,129054,-97.148382,35.21255,2022-09-08,1707,L9
1480,129056,-97.562945,35.307982,2022-09-08,1707,L9
1484,129060,-97.125573,35.315786,2022-09-08,1707,L9
1487,129063,-97.714885,35.319159,2022-09-08,1707,L9
1488,129064,-96.978074,35.368851,2022-09-08,1707,L9
1489,129065,-97.851351,35.400598,2022-09-08,1707,L9
1490,129066,-98.879451,35.411139,2022-09-08,1707,L9
1491,129067,-97.608279,35.454301,2022-09-08,1707,L9
1497,129073,-97.809625,35.497297,2022-09-08,1707,L9
1498,129074,-97.251151,35.50591,2022-09-08,1707,L9
1503,129079,-97.402247,35.675693,2022-09-08,1707,L9
1505,129081,-98.186427,35.784707,2022-09-08,1707,L9
1506,129082,-97.928883,35.805949,2022-09-08,1707,L9
1508,129084,-98.94625,35.826397,2022-09-08,1707,L9
1512,129088,-98.183691,35.954547,2022-09-08,1707,L9
1514,129090,-98.80888,36.046699,2022-09-08,1707,L9
1516,129092,-96.868146,36.126598,2022-09-08,1707,L9
1519,129095,-96.702682,36.188435,2022-09-08,1707,L9
1521,129097,-97.838061,36.518563,2022-09-08,1707,L9
1529,129105,-96.556246,36.615449,2022-09-08,1707,L9
1896,129472,-96.73343,36.658159,2022-09-08,1707,L9
1935,129511,-97.317118,36.686499,2022-09-08,1707,L9
1937,129513,-97.761531,36.778759,2022-09-08,1707,L9
1940,129516,-97.125986,36.814518,2022-09-08,1707,L9
1942,129518,-97.144979,37.526473,2022-09-08,1707,L9
1956,129532,-97.62662,37.642565,2022-09-08,1707,L9
1957,129533,-96.310532,37.660444,2022-09-08,1707,L9
1961,129537,-97.333231,37.731521,2022-09-08,1707,L9
1966,129542,-96.872664,37.790613,2022-09-08,1707,L9
1967,129543,-97.349026,37.832591,2022-09-08,1707,L9
1969,129545,-96.579696,37.905255,2022-09-08,1707,L9
2251,129827,-98.004196,38.037872,2022-09-08,1707,L9
2252,129828,-98.109544,38.089819,2022-09-08,1707,L9
2256,129832,-96.185199,38.157863,2022-09-08,1707,L9
2258,129834,-95.967635,38.532461,2022-09-08,1707,L9
2259,129835,-97.708177,38.731423,2022-09-08,1707,L9
2260,129836,-96.530076,38.768415,2022-09-08,1707,L9
2261,129837,-97.040355,39.02137,2022-09-08,1707,L9
2262,129838,-96.562006,39.147222,2022-09-08,1707,L9
2266,129842,-96.821542,39.229398,2022-09-08,1707,L9
2290,129866,-96.767462,39.400275,2022-09-08,1707,L9
2306,129882,-97.181363,39.466409,2022-09-08,1707,L9
2309,129885,-98.183069,32.261235,2022-09-08,1708,L9
2314,129890,-98.616855,32.266814,2022-09-08,1708,L9
2337,129913,-98.745696,32.326138,2022-09-08,1708,L9
2342,129918,-98.020674,32.346409,2022-09-08,1708,L9
2345,129921,-98.904039,32.394288,2022-09-08,1708,L9
2349,129925,-98.272443,32.436337,2022-09-08,1708,L9
2352,129928,-98.383063,32.453166,2022-09-08,1708,L9
2356,129932,-98.630747,32.454135,2022-09-08,1708,L9
2359,129935,-98.14583,32.462063,2022-09-08,1708,L9
2362,129938,-98.878395,32.488177,2022-09-08,1708,L9
2368,129944,-98.491967,32.555679,2022-09-08,1708,L9
2370,129946,-98.354745,32.574805,2022-09-08,1708,L9
2372,129948,-97.838353,32.617637,2022-09-08,1708,L9
2376,129952,-98.179184,32.620327,2022-09-08,1708,L9
2377,129953,-99.038769,32.670904,2022-09-08,1708,L9
2383,129959,-98.354994,32.673853,2022-09-08,1708,L9
2396,129972,-98.559037,32.693409,2022-09-08,1708,L9
2399,129975,-97.724618,32.72369,2022-09-08,1708,L9
2401,129977,-98.893432,32.732838,2022-09-08,1708,L9
2402,129978,-97.75976,32.844186,2022-09-08,1708,L9
2404,129980,-98.284159,32.849368,2022-09-08,1708,L9
2450,130026,-98.577321,32.887775,2022-09-08,1708,L9
2463,130039,-98.374751,32.959991,2022-09-08,1708,L9
2467,130043,-98.303103,33.172303,2022-09-08,1708,L9
2468,130044,-99.171563,33.175218,2022-09-08,1708,L9
2472,130048,-97.661701,33.203589,2022-09-08,1708,L9
2480,130056,-98.747575,33.357464,2022-09-08,1708,L9
2481,130057,-98.457337,33.518616,2022-09-08,1708,L9
2483,130059,-97.625726,33.527062,2022-09-08,1708,L9
2485,130061,-98.916654,33.573895,2022-09-08,1708,L9
2493,130069,-97.886008,33.584873,2022-09-08,1708,L9
2494,130070,-98.797805,33.666297,2022-09-08,1708,L9
2496,130072,-98.573132,34.076722,2022-09-08,1708,L9
2497,130073,-97.403147,34.189364,2022-09-08,1708,L9
2503,130079,-97.423545,34.422001,2022-09-08,1708,L9
2504,130080,-98.276301,34.755744,2022-09-08,1708,L9
2505,130081,-98.048495,34.81288,2022-09-08,1708,L9
2509,130085,-98.024258,35.14244,2022-09-08,1708,L9
2521,130097,-99.259017,27.967101,2022-09-08,1709,L9
2522,130098,-99.609849,28.085691,2022-09-08,1709,L9
2524,130100,-98.961864,28.133621,2022-09-08,1709,L9
2528,130104,-100.624149,28.227973,2022-09-08,1709,L9
2530,130106,-99.821256,28.259794,2022-09-08,1709,L9
2532,130108,-100.133671,28.332836,2022-09-08,1709,L9
2536,130112,-100.077378,28.455683,2022-09-08,1709,L9
2538,130114,-99.264934,28.511414,2022-09-08,1709,L9
2542,130118,-98.878914,28.545197,2022-09-08,1709,L9
2544,130120,-98.994838,28.546063,2022-09-08,1709,L9
2546,130122,-99.854432,28.58318,2022-09-08,1709,L9
2551,130127,-100.194386,28.697311,2022-09-08,1709,L9
2553,130129,-99.046746,28.726404,2022-09-08,1709,L9
2554,130130,-99.163887,28.788052,2022-09-08,1709,L9
2557,130133,-100.307255,28.83435,2022-09-08,1709,L9
2558,130134,-99.437368,28.840788,2022-09-08,1709,L9
2560,130136,-99.129027,28.935397,2022-09-08,1709,L9
2565,130141,-99.090384,29.098707,2022-09-08,1709,L9
2568,130144,-98.826411,29.138158,2022-09-08,1709,L9
2574,130150,-99.76773,29.225693,2022-09-08,1709,L9
2575,130151,-98.884874,29.261151,2022-09-08,1709,L9
2576,130152,-100.088834,29.264077,2022-09-08,1709,L9
2586,130162,-98.672032,29.288687,2022-09-08,1709,L9
2593,130169,-99.743357,29.355252,2022-09-08,1709,L9
2594,130170,-100.124996,29.40808,2022-09-08,1709,L9
2619,130195,-99.600955,29.42068,2022-09-08,1709,L9
2622,130198,-99.039353,29.483492,2022-09-08,1709,L9
2624,130200,-99.150144,29.486933,2022-09-08,1709,L9
2649,130225,-100.063995,29.54774,2022-09-08,1709,L9
2673,130249,-99.641135,29.564261,2022-09-08,1709,L9
2681,130257,-99.444244,29.581852,2022-09-08,1709,L9
2733,130309,-98.944567,29.651085,2022-09-08,1709,L9
2736,130312,-99.295147,29.652392,2022-09-08,1709,L9
2753,130329,-99.37981,29.745585,2022-09-08,1709,L9
2754,130330,-99.797459,29.751849,2022-09-08,1709,L9
2756,130332,-99.151162,29.754166,2022-09-08,1709,L9
2779,130355,-98.688052,29.806138,2022-09-08,1709,L9
2784,130360,-99.74952,29.85555,2022-09-08,1709,L9
2785,130361,-98.785101,29.862646,2022-09-08,1709,L9
2786,130362,-99.339561,29.862655,2022-09-08,1709,L9
2790,130366,-99.125264,29.88767,2022-09-08,1709,L9
2797,130373,-98.596221,29.945321,2022-09-08,1709,L9
2810,130386,-98.789532,29.971221,2022-09-08,1709,L9
2865,130441,-98.912336,30.000329,2022-09-08,1709,L9
2867,130443,-100.387045,30.006586,2022-09-08,1709,L9
2872,130448,-99.564116,30.024056,2022-09-08,1709,L9
2898,130474,-99.097141,30.042557,2022-09-08,1709,L9
2925,130501,-99.264672,30.086186,2022-09-08,1709,L9
2927,130503,-98.73979,30.086194,2022-09-08,1709,L9
2944,130520,-98.947737,30.111349,2022-09-08,1709,L9
2948,130524,-99.629443,30.121222,2022-09-08,1709,L9
2953,130529,-98.43063,30.144779,2022-09-08,1709,L9
2956,130532,-99.366827,30.182049,2022-09-08,1709,L9
2959,130535,-99.189538,30.192984,2022-09-08,1709,L9
2962,130538,-99.478826,30.208761,2022-09-08,1709,L9
2976,130552,-100.389789,30.225007,2022-09-08,1709,L9
3010,130586,-99.066152,30.237233,2022-09-08,1709,L9
3013,130589,-98.952968,30.243468,2022-09-08,1709,L9
3018,130594,-98.697166,30.281299,2022-09-08,1709,L9
3045,130621,-98.392572,30.305958,2022-09-08,1709,L9
3056,130632,-99.201935,30.311814,2022-09-08,1709,L9
3062,130638,-99.481304,30.333284,2022-09-08,1709,L9
3090,130666,-98.827105,30.358962,2022-09-08,1709,L9
3097,130673,-98.944792,30.366103,2022-09-08,1709,L9
3102,130678,-98.650887,30.401113,2022-09-08,1709,L9
3107,130683,-99.154048,30.417732,2022-09-08,1709,L9
3113,130689,-99.647054,30.432733,2022-09-08,1709,L9
3131,130707,-98.467277,30.510945,2022-09-08,1709,L9
3139,130715,-98.315226,30.614456,2022-09-08,1709,L9
3141,130717,-98.858545,30.637026,2022-09-08,1709,L9
3149,130725,-99.921794,30.646288,2022-09-08,1709,L9
3155,130731,-98.630683,30.706151,2022-09-08,1709,L9
3158,130734,-98.385022,30.713341,2022-09-08,1709,L9
3166,130742,-99.706748,30.823859,2022-09-08,1709,L9
3173,130749,-98.366947,30.842106,2022-09-08,1709,L9
3176,130752,-98.819633,30.854626,2022-09-08,1709,L9
3177,130753,-98.535975,30.856628,2022-09-08,1709,L9
3186,130762,-99.956271,30.903734,2022-09-08,1709,L9
3188,130764,-98.378188,30.94746,2022-09-08,1709,L9
3334,130910,-99.195182,30.991037,2022-09-08,1709,L9
3344,130920,-99.046558,30.993342,2022-09-08,1709,L9
3348,130924,-98.554165,30.993934,2022-09-08,1709,L9
3353,130929,-98.338075,31.071236,2022-09-08,1709,L9
3367,130943,-99.54566,31.123752,2022-09-08,1709,L9
3379,130955,-98.937114,31.134637,2022-09-08,1709,L9
3381,130957,-99.743478,31.151996,2022-09-08,1709,L9
3396,130972,-99.275601,31.20203,2022-09-08,1709,L9
3398,130974,-98.137235,31.233267,2022-09-08,1709,L9
3404,130980,-99.163892,31.250944,2022-09-08,1709,L9
3427,131003,-98.515006,31.341353,2022-09-08,1709,L9
3429,131005,-98.347229,31.341421,2022-09-08,1709,L9
3445,131021,-98.600052,31.440444,2022-09-08,1709,L9
3446,131022,-98.862609,31.515971,2022-09-08,1709,L9
3462,131038,-99.532191,31.526848,2022-09-08,1709,L9
3474,131050,-98.117353,31.57444,2022-09-08,1709,L9
3475,131051,-98.796859,31.67558,2022-09-08,1709,L9
3477,131053,-99.954293,31.676503,2022-09-08,1709,L9
3513,131089,-98.63985,31.68227,2022-09-08,1709,L9
3518,131094,-99.844037,31.698391,2022-09-08,1709,L9
3526,131102,-99.069713,31.715511,2022-09-08,1709,L9
3533,131109,-98.387333,31.720553,2022-09-08,1709,L9
3534,131110,-99.165666,31.72273,2022-09-08,1709,L9
3554,131130,-98.918943,31.773426,2022-09-08,1709,L9
3561,131137,-98.540546,31.793735,2022-09-08,1709,L9
3572,131148,-99.937776,31.827647,2022-09-08,1709,L9
3573,131149,-99.25906,31.828945,2022-09-08,1709,L9
3575,131151,-98.79462,31.829855,2022-09-08,1709,L9
3576,131152,-99.134571,31.897885,2022-09-08,1709,L9
3578,131154,-98.501904,31.908077,2022-09-08,1709,L9
3580,131156,-99.014016,31.919608,2022-09-08,1709,L9
3584,131160,-98.021725,31.920443,2022-09-08,1709,L9
3588,131164,-98.761959,31.956195,2022-09-08,1709,L9
3590,131166,-99.72332,31.969244,2022-09-08,1709,L9
3594,131170,-99.830921,32.001333,2022-09-08,1709,L9
3601,131177,-99.127165,32.048918,2022-09-08,1709,L9
3611,131187,-98.030502,32.051499,2022-09-08,1709,L9
3620,131196,-98.898348,32.062744,2022-09-08,1709,L9
3622,131198,-98.731359,32.107428,2022-09-08,1709,L9
3687,131263,-98.302695,32.153426,2022-09-08,1709,L9
3708,131284,-99.870183,32.323394,2022-09-08,1709,L9
3734,131310,-99.716929,32.329771,2022-09-08,1709,L9
3767,131343,-99.822975,32.495016,2022-09-08,1709,L9
3771,131347,-99.764261,25.028535,2022-09-08,1710,L9
3777,131353,-101.256368,25.25492,2022-09-08,1710,L9
3778,131354,-99.929866,25.262195,2022-09-08,1710,L9
3782,131358,-100.992404,25.483225,2022-09-08,1710,L9
3784,131360,-99.93587,25.577207,2022-09-08,1710,L9
3793,131369,-100.382831,25.694469,2022-09-08,1710,L9
3806,131382,-100.178519,25.772378,2022-09-08,1710,L9
3808,131384,-100.457492,26.005757,2022-09-08,1710,L9
3810,131386,-100.393044,26.383672,2022-09-08,1710,L9
3816,131392,-99.609427,26.850163,2022-09-08,1710,L9
3820,131396,-100.085719,27.270069,2022-09-08,1710,L9
3821,131397,-99.568662,27.389044,2022-09-08,1710,L9
3834,131410,-109.133626,42.980042,2022-09-08,1755,L8
4171,131747,-108.500163,38.745073,2022-09-08,1756,L8
4186,131762,-108.241687,39.833828,2022-09-08,1756,L8
4187,131763,-108.0573,40.030619,2022-09-08,1756,L8
4197,131773,-108.657611,41.141188,2022-09-08,1756,L8
4205,131781,-109.220516,41.53875,2022-09-08,1756,L8
4206,131782,-110.574151,34.391651,2022-09-08,1758,L8
4207,131783,-117.120678,49.34814,2022-09-08,1842,L9
4294,131870,-117.283854,49.638748,2022-09-08,1842,L9
4562,132138,-116.800368,49.702875,2022-09-08,1842,L9
4563,132139,-116.550342,49.746158,2022-09-08,1842,L9
4573,132149,-117.821302,49.848276,2022-09-08,1842,L9
4585,132161,-116.737955,49.858714,2022-09-08,1842,L9
4638,132214,-116.995475,49.897056,2022-09-08,1842,L9
4645,132221,-120.214382,45.646375,2022-09-08,1843,L9
4650,132226,-119.606575,46.912554,2022-09-08,1843,L9
4653,132229,-117.187166,48.136016,2022-09-08,1843,L9
4654,132230,-117.49826,48.447906,2022-09-08,1843,L9
4688,132264,-117.089224,48.624109,2022-09-08,1843,L9
4711,132287,-118.31507,48.719734,2022-09-08,1843,L9
4789,132365,-117.153699,48.808371,2022-09-08,1843,L9
4821,132397,-117.230698,48.937242,2022-09-08,1843,L9
4831,132407,-117.042682,48.949879,2022-09-08,1843,L9
4863,132439,-118.778915,49.159632,2022-09-08,1843,L9
4864,132440,-117.060184,49.19275,2022-09-08,1843,L9
4966,132542,-119.091053,43.649101,2022-09-08,1844,L9
4967,132543,-118.819584,44.410294,2022-09-08,1844,L9
4968,132544,-118.714491,44.73277,2022-09-08,1844,L9
4973,132549,-121.474713,37.986233,2022-09-08,1845,L9
4974,132550,-121.337902,38.008981,2022-09-08,1845,L9
4977,132553,-121.76456,38.017213,2022-09-08,1845,L9
4979,132555,-121.018555,38.041881,2022-09-08,1845,L9
4981,132557,-122.565495,38.160795,2022-09-08,1845,L9
4982,132558,-121.252884,38.178611,2022-09-08,1845,L9
4983,132559,-121.984648,38.215339,2022-09-08,1845,L9
4984,132560,-122.747876,38.301113,2022-09-08,1845,L9
4986,132562,-121.385609,38.526014,2022-09-08,1845,L9
4987,132563,-121.687862,38.596567,2022-09-08,1845,L9
4988,132564,-120.952959,38.650083,2022-09-08,1845,L9
4995,132571,-122.033273,38.963,2022-09-08,1845,L9
4997,132573,-120.712114,38.992146,2022-09-08,1845,L9
6803,134379,-122.227542,39.152599,2022-09-08,1845,L9
6804,134380,-121.540973,39.178193,2022-09-08,1845,L9
6806,134382,-121.811081,39.614841,2022-09-08,1845,L9
6814,134390,-122.026757,39.661719,2022-09-08,1845,L9
6821,134397,-121.909461,39.737171,2022-09-08,1845,L9
6823,134399,-122.022254,39.782505,2022-09-08,1845,L9
6835,134411,-122.201462,40.189041,2022-09-08,1845,L9
6842,134418,-121.919324,36.601811,2022-09-08,1846,L9
6844,134420,-121.837869,36.910414,2022-09-08,1846,L9
6845,134421,-121.454882,36.93228,2022-09-08,1846,L9
6848,134424,-121.577555,37.073614,2022-09-08,1846,L9
6849,134425,-121.679236,37.184305,2022-09-08,1846,L9
6851,134427,-121.901204,37.212802,2022-09-08,1846,L9
6854,134430,-122.0429,37.237017,2022-09-08,1846,L9
6858,134434,-121.800932,37.310527,2022-09-08,1846,L9
6861,134437,-121.998181,37.34481,2022-09-08,1846,L9
6865,134441,-121.931931,37.454825,2022-09-08,1846,L9
6867,134443,-122.227688,37.489306,2022-09-08,1846,L9
6870,134446,-122.406064,37.504669,2022-09-08,1846,L9
6872,134448,-121.95148,37.560726,2022-09-08,1846,L9
6873,134449,-122.070542,37.68286,2022-09-08,1846,L9
6875,134451,-121.930114,37.724391,2022-09-08,1846,L9
6876,134452,-121.659947,37.755697,2022-09-08,1846,L9
6880,134456,-121.149971,37.777182,2022-09-08,1846,L9
6882,134458,-122.156529,37.780847,2022-09-08,1846,L9
6887,134463,-122.012871,37.824075,2022-09-08,1846,L9
6893,134469,-121.185526,37.883176,2022-09-08,1846,L9
6896,134472,-122.034029,37.926725,2022-09-08,1846,L9
6897,134473,-122.382205,37.967463,2022-09-08,1846,L9
6911,134487,-122.118503,38.027429,2022-09-08,1846,L9
0,134499,-69.286596,44.213489,2022-09-09,1520,L8
2,134501,-67.743028,46.485548,2022-09-09,1520,L8
6,134505,-70.404907,43.432964,2022-09-09,1521,L8
7,134506,-70.283943,43.636979,2022-09-09,1521,L8
9,134508,-80.480696,43.612216,2022-09-09,1609,L9
10,134509,-81.120845,43.775944,2022-09-09,1609,L9
14,134513,-81.446231,43.818625,2022-09-09,1609,L9
15,134514,-81.436018,43.952909,2022-09-09,1609,L9
16,134515,-80.365717,43.9744,2022-09-09,1609,L9
19,134518,-80.272132,43.980865,2022-09-09,1609,L9
20,134519,-80.748248,43.996951,2022-09-09,1609,L9
21,134520,-81.01206,44.116613,2022-09-09,1609,L9
22,134521,-80.207452,44.230816,2022-09-09,1609,L9
23,134522,-81.388619,44.366059,2022-09-09,1609,L9
25,134524,-81.218974,44.408914,2022-09-09,1609,L9
27,134526,-80.179132,44.430212,2022-09-09,1609,L9
29,134528,-80.62918,44.488737,2022-09-09,1609,L9
34,134533,-81.013312,44.679203,2022-09-09,1609,L9
35,134534,-79.915553,44.903072,2022-09-09,1609,L9
36,134535,-81.619316,40.92445,2022-09-09,1610,L9
37,134536,-82.476275,40.927472,2022-09-09,1610,L9
39,134538,-81.992181,40.936168,2022-09-09,1610,L9
40,134539,-82.285272,41.018128,2022-09-09,1610,L9
42,134541,-81.485384,41.026975,2022-09-09,1610,L9
44,134543,-83.208422,41.224899,2022-09-09,1610,L9
48,134547,-81.567309,41.258195,2022-09-09,1610,L9
50,134549,-82.165867,41.307465,2022-09-09,1610,L9
51,134550,-81.22057,41.33883,2022-09-09,1610,L9
54,134553,-81.690273,41.372642,2022-09-09,1610,L9
56,134555,-81.349136,41.376885,2022-09-09,1610,L9
57,134556,-81.086206,41.409269,2022-09-09,1610,L9
58,134557,-82.266069,41.429627,2022-09-09,1610,L9
93,134592,-81.682291,41.466998,2022-09-09,1610,L9
106,134605,-83.099102,41.498772,2022-09-09,1610,L9
110,134609,-81.534807,41.575056,2022-09-09,1610,L9
111,134610,-81.080024,41.636531,2022-09-09,1610,L9
112,134611,-83.112218,42.283149,2022-09-09,1610,L9
117,134616,-82.05027,42.312115,2022-09-09,1610,L9
119,134618,-82.001128,42.632711,2022-09-09,1610,L9
137,134636,-82.558015,42.662692,2022-09-09,1610,L9
141,134640,-82.391352,42.723462,2022-09-09,1610,L9
145,134644,-82.778379,42.739718,2022-09-09,1610,L9
153,134652,-81.325568,42.817363,2022-09-09,1610,L9
155,134654,-82.557397,42.842894,2022-09-09,1610,L9
156,134655,-82.322512,42.863409,2022-09-09,1610,L9
160,134659,-82.447178,42.902153,2022-09-09,1610,L9
161,134660,-82.863008,42.909647,2022-09-09,1610,L9
162,134661,-80.60048,42.922761,2022-09-09,1610,L9
172,134671,-81.869319,42.966894,2022-09-09,1610,L9
173,134672,-80.945234,42.98477,2022-09-09,1610,L9
174,134673,-82.707659,43.006622,2022-09-09,1610,L9
177,134676,-81.567753,43.015523,2022-09-09,1610,L9
179,134678,-81.204301,43.100766,2022-09-09,1610,L9
180,134679,-80.793178,43.119671,2022-09-09,1610,L9
182,134681,-81.767847,43.148619,2022-09-09,1610,L9
185,134684,-81.473006,43.189929,2022-09-09,1610,L9
188,134687,-80.415568,43.349876,2022-09-09,1610,L9
190,134689,-82.559165,43.464189,2022-09-09,1610,L9
191,134690,-81.001174,43.467797,2022-09-09,1610,L9
195,134694,-80.52935,43.475203,2022-09-09,1610,L9
198,134697,-81.304802,43.516014,2022-09-09,1610,L9
201,134700,-80.962909,43.572871,2022-09-09,1610,L9
209,134708,-82.654805,36.593058,2022-09-09,1611,L9
210,134709,-82.710583,36.719365,2022-09-09,1611,L9
212,134711,-84.58522,36.971716,2022-09-09,1611,L9
213,134712,-84.127241,37.025496,2022-09-09,1611,L9
216,134715,-84.508501,37.309438,2022-09-09,1611,L9
218,134717,-82.80946,37.420382,2022-09-09,1611,L9
219,134718,-84.383418,37.575265,2022-09-09,1611,L9
220,134719,-82.747117,37.640054,2022-09-09,1611,L9
226,134725,-83.166791,37.749612,2022-09-09,1611,L9
232,134731,-83.495032,37.750416,2022-09-09,1611,L9
237,134736,-82.835707,37.868247,2022-09-09,1611,L9
240,134739,-83.370036,37.898169,2022-09-09,1611,L9
241,134740,-82.357262,37.908263,2022-09-09,1611,L9
247,134746,-84.341528,38.040802,2022-09-09,1611,L9
249,134748,-83.756616,38.127888,2022-09-09,1611,L9
253,134752,-84.224407,38.206243,2022-09-09,1611,L9
254,134753,-83.178782,38.60283,2022-09-09,1611,L9
256,134755,-83.669319,38.621855,2022-09-09,1611,L9
257,134756,-83.887669,38.662614,2022-09-09,1611,L9
258,134757,-83.589473,38.739067,2022-09-09,1611,L9
260,134759,-84.11189,38.864693,2022-09-09,1611,L9
261,134760,-82.630231,38.946426,2022-09-09,1611,L9
263,134762,-82.333056,39.085361,2022-09-09,1611,L9
269,134768,-83.421918,39.150801,2022-09-09,1611,L9
270,134769,-82.875684,39.378738,2022-09-09,1611,L9
272,134771,-83.094086,39.403121,2022-09-09,1611,L9
273,134772,-83.745083,39.656859,2022-09-09,1611,L9
275,134774,-82.54972,39.694108,2022-09-09,1611,L9
279,134778,-82.997562,39.694563,2022-09-09,1611,L9
281,134780,-82.400499,39.910073,2022-09-09,1611,L9
285,134784,-81.959764,39.942128,2022-09-09,1611,L9
286,134785,-82.297988,40.001541,2022-09-09,1611,L9
287,134786,-82.621869,40.010163,2022-09-09,1611,L9
288,134787,-82.467177,40.041145,2022-09-09,1611,L9
289,134788,-81.838129,40.30363,2022-09-09,1611,L9
290,134789,-81.750627,40.466934,2022-09-09,1611,L9
291,134790,-82.623563,40.494453,2022-09-09,1611,L9
297,134796,-82.735941,40.514439,2022-09-09,1611,L9
299,134798,-82.336251,40.53705,2022-09-09,1611,L9
301,134800,-83.137837,40.570126,2022-09-09,1611,L9
304,134803,-82.990016,40.580605,2022-09-09,1611,L9
305,134804,-81.962907,40.58779,2022-09-09,1611,L9
307,134806,-81.790984,40.588825,2022-09-09,1611,L9
311,134810,-81.577053,40.693873,2022-09-09,1611,L9
314,134813,-82.492947,40.749709,2022-09-09,1611,L9
315,134814,-81.428396,40.76776,2022-09-09,1611,L9
316,134815,-81.953822,40.796233,2022-09-09,1611,L9
323,134822,-81.255599,40.942315,2022-09-09,1611,L9
331,134830,-83.024608,41.22963,2022-09-09,1611,L9
332,134831,-84.362413,33.709451,2022-09-09,1612,L9
333,134832,-85.037739,33.744485,2022-09-09,1612,L9
335,134834,-85.17478,34.363089,2022-09-09,1612,L9
340,134839,-84.609007,34.472886,2022-09-09,1612,L9
346,134845,-83.433013,34.691577,2022-09-09,1612,L9
347,134846,-84.075578,34.831476,2022-09-09,1612,L9
349,134848,-83.417335,34.842241,2022-09-09,1612,L9
351,134850,-84.921659,35.030908,2022-09-09,1612,L9
352,134851,-84.11014,35.221628,2022-09-09,1612,L9
354,134853,-83.325346,35.479676,2022-09-09,1612,L9
355,134854,-84.33598,35.497278,2022-09-09,1612,L9
362,134861,-84.891016,35.498245,2022-09-09,1612,L9
367,134866,-84.276836,35.595999,2022-09-09,1612,L9
372,134871,-84.883462,35.629312,2022-09-09,1612,L9
373,134872,-83.94618,35.741085,2022-09-09,1612,L9
376,134875,-83.236499,35.803706,2022-09-09,1612,L9
377,134876,-83.197531,35.919354,2022-09-09,1612,L9
378,134877,-84.704271,36.260717,2022-09-09,1612,L9
381,134880,-82.841266,36.324503,2022-09-09,1612,L9
382,134881,-84.058562,36.452827,2022-09-09,1612,L9
386,134885,-83.667621,36.538997,2022-09-09,1612,L9
391,134890,-84.784942,36.630098,2022-09-09,1612,L9
394,134893,-92.623894,44.017678,2022-09-09,1659,L8
396,134895,-94.863274,39.696797,2022-09-09,1700,L8
397,134896,-94.306956,39.696825,2022-09-09,1700,L8
399,134898,-94.849308,39.815673,2022-09-09,1700,L8
402,134901,-94.379753,39.908159,2022-09-09,1700,L8
