,index,longitude,latitude,acq_date,acq_time,satellite
0,0,-69.765071,45.761692,2022-06-20,1525,L9
1,1,-71.08743,45.799996,2022-06-20,1525,L9
2,2,-70.553096,45.854145,2022-06-20,1525,L9
3,3,-70.702389,46.60074,2022-06-20,1525,L9
4,4,-70.864825,46.631416,2022-06-20,1525,L9
5,5,-70.370478,47.12112,2022-06-20,1525,L9
6,6,-70.476431,47.433223,2022-06-20,1525,L9
7,7,-71.830777,41.382033,2022-06-20,1526,L9
8,8,-70.281977,41.653728,2022-06-20,1526,L9
10,10,-71.106518,41.749108,2022-06-20,1526,L9
11,11,-71.823194,42.251902,2022-06-20,1526,L9
12,12,-71.022216,42.369875,2022-06-20,1526,L9
14,14,-71.91677,42.388417,2022-06-20,1526,L9
17,17,-71.152427,42.438016,2022-06-20,1526,L9
19,19,-70.888802,42.476976,2022-06-20,1526,L9
21,21,-70.851427,42.58322,2022-06-20,1526,L9
22,22,-71.455818,42.678564,2022-06-20,1526,L9
24,24,-71.306692,42.922365,2022-06-20,1526,L9
25,25,-71.476345,43.08306,2022-06-20,1526,L9
26,26,-70.862362,43.204651,2022-06-20,1526,L9
28,28,-70.386165,43.683055,2022-06-20,1526,L9
29,29,-70.18383,44.067534,2022-06-20,1526,L9
30,30,-70.425807,44.331352,2022-06-20,1526,L9
32,32,-69.725597,44.761431,2022-06-20,1526,L9
33,33,-84.885539,41.221815,2022-06-20,1616,L8
35,35,-84.921757,41.366467,2022-06-20,1616,L8
37,37,-85.011119,36.600388,2022-06-20,1617,L8
38,38,-84.584999,36.971577,2022-06-20,1617,L8
43,43,-84.126407,37.088145,2022-06-20,1617,L8
48,48,-84.473214,37.192564,2022-06-20,1617,L8
49,49,-85.216992,37.252876,2022-06-20,1617,L8
50,50,-86.033716,37.320499,2022-06-20,1617,L8
52,52,-84.469939,37.441755,2022-06-20,1617,L8
53,53,-85.997758,37.478386,2022-06-20,1617,L8
59,59,-84.294093,37.588702,2022-06-20,1617,L8
62,62,-85.847432,37.656015,2022-06-20,1617,L8
63,63,-84.273335,37.729063,2022-06-20,1617,L8
65,65,-84.888287,38.054752,2022-06-20,1617,L8
66,66,-85.753363,38.093069,2022-06-20,1617,L8
67,67,-84.805877,38.158131,2022-06-20,1617,L8
69,69,-85.844039,38.222149,2022-06-20,1617,L8
73,73,-84.331056,38.37265,2022-06-20,1617,L8
74,74,-85.15479,38.64344,2022-06-20,1617,L8
75,75,-85.755799,38.751674,2022-06-20,1617,L8
77,77,-85.035212,38.831255,2022-06-20,1617,L8
78,78,-84.884203,40.549183,2022-06-20,1617,L8
79,79,-83.760236,40.650649,2022-06-20,1617,L8
87,87,-85.122041,33.724696,2022-06-20,1618,L8
93,93,-86.098249,33.754354,2022-06-20,1618,L8
94,94,-86.379279,33.817507,2022-06-20,1618,L8
95,95,-85.229368,33.842609,2022-06-20,1618,L8
97,97,-86.791781,33.882478,2022-06-20,1618,L8
98,98,-85.714642,33.934388,2022-06-20,1618,L8
100,100,-85.277826,33.947989,2022-06-20,1618,L8
101,101,-85.169379,33.994846,2022-06-20,1618,L8
103,103,-85.044977,34.023769,2022-06-20,1618,L8
104,104,-86.326783,34.103757,2022-06-20,1618,L8
106,106,-85.180168,34.21926,2022-06-20,1618,L8
108,108,-86.303581,34.235928,2022-06-20,1618,L8
109,109,-86.053052,34.267526,2022-06-20,1618,L8
110,110,-86.413397,34.277626,2022-06-20,1618,L8
119,119,-86.550673,34.326635,2022-06-20,1618,L8
121,121,-85.092999,34.330193,2022-06-20,1618,L8
125,125,-86.038072,34.409442,2022-06-20,1618,L8
126,126,-86.911905,34.421309,2022-06-20,1618,L8
127,127,-84.921892,34.432898,2022-06-20,1618,L8
146,146,-85.751934,34.445001,2022-06-20,1618,L8
156,156,-86.044717,34.599678,2022-06-20,1618,L8
158,158,-84.996277,34.652961,2022-06-20,1618,L8
174,174,-86.60914,34.726426,2022-06-20,1618,L8
176,176,-86.890269,34.737825,2022-06-20,1618,L8
178,178,-84.966796,34.760934,2022-06-20,1618,L8
179,179,-84.834989,34.7757,2022-06-20,1618,L8
185,185,-85.466435,34.806394,2022-06-20,1618,L8
188,188,-85.122137,34.891366,2022-06-20,1618,L8
189,189,-85.794757,34.893947,2022-06-20,1618,L8
191,191,-86.236623,34.89969,2022-06-20,1618,L8
192,192,-86.470325,34.913107,2022-06-20,1618,L8
194,194,-84.969671,34.950852,2022-06-20,1618,L8
197,197,-86.308234,35.05242,2022-06-20,1618,L8
199,199,-85.275512,35.075944,2022-06-20,1618,L8
215,215,-84.776088,35.112436,2022-06-20,1618,L8
217,217,-86.119204,35.132888,2022-06-20,1618,L8
219,219,-85.086697,35.15885,2022-06-20,1618,L8
225,225,-86.015494,35.15914,2022-06-20,1618,L8
240,240,-85.420667,35.277266,2022-06-20,1618,L8
242,242,-85.8873,35.284623,2022-06-20,1618,L8
248,248,-86.506484,35.289816,2022-06-20,1618,L8
264,264,-86.103626,35.2921,2022-06-20,1618,L8
266,266,-84.804964,35.311471,2022-06-20,1618,L8
269,269,-85.146083,35.328002,2022-06-20,1618,L8
275,275,-84.598473,35.354599,2022-06-20,1618,L8
277,277,-85.54201,35.371294,2022-06-20,1618,L8
282,282,-86.213134,35.397004,2022-06-20,1618,L8
285,285,-86.463249,35.441655,2022-06-20,1618,L8
293,293,-86.094318,35.446213,2022-06-20,1618,L8
295,295,-85.705914,35.447002,2022-06-20,1618,L8
305,305,-84.60162,35.471215,2022-06-20,1618,L8
311,311,-85.255546,35.547354,2022-06-20,1618,L8
312,312,-85.876412,35.593959,2022-06-20,1618,L8
313,313,-85.368143,35.608703,2022-06-20,1618,L8
321,321,-86.386778,35.630907,2022-06-20,1618,L8
323,323,-85.769842,35.676495,2022-06-20,1618,L8
329,329,-86.547672,35.712225,2022-06-20,1618,L8
334,334,-86.056889,35.763205,2022-06-20,1618,L8
335,335,-84.642527,35.767321,2022-06-20,1618,L8
336,336,-86.340757,35.788087,2022-06-20,1618,L8
338,338,-85.63227,35.793204,2022-06-20,1618,L8
343,343,-85.481159,35.796799,2022-06-20,1618,L8
344,344,-85.879859,35.797659,2022-06-20,1618,L8
348,348,-84.834966,35.828813,2022-06-20,1618,L8
351,351,-84.480332,35.891661,2022-06-20,1618,L8
358,358,-85.351762,35.921664,2022-06-20,1618,L8
363,363,-86.392145,35.927384,2022-06-20,1618,L8
366,366,-85.225669,35.955024,2022-06-20,1618,L8
370,370,-85.53052,36.018103,2022-06-20,1618,L8
371,371,-86.254796,36.034258,2022-06-20,1618,L8
376,376,-85.919493,36.057129,2022-06-20,1618,L8
378,378,-85.297024,36.070725,2022-06-20,1618,L8
381,381,-85.128078,36.171508,2022-06-20,1618,L8
394,394,-84.976128,36.217981,2022-06-20,1618,L8
409,409,-86.092329,36.26276,2022-06-20,1618,L8
420,420,-85.362456,36.288256,2022-06-20,1618,L8
422,422,-84.807569,36.374279,2022-06-20,1618,L8
424,424,-86.276677,36.407359,2022-06-20,1618,L8
427,427,-84.548861,36.435223,2022-06-20,1618,L8
428,428,-84.781962,36.475206,2022-06-20,1618,L8
432,432,-85.301978,36.504293,2022-06-20,1618,L8
433,433,-84.899507,36.511404,2022-06-20,1618,L8
437,437,-85.510728,36.553326,2022-06-20,1618,L8
439,439,-87.56341,30.283414,2022-06-20,1619,L8
440,440,-86.708974,30.612143,2022-06-20,1619,L8
615,615,-87.102778,30.674692,2022-06-20,1619,L8
616,616,-87.071873,30.809795,2022-06-20,1619,L8
618,618,-86.498451,30.952314,2022-06-20,1619,L8
631,631,-86.904219,30.987901,2022-06-20,1619,L8
654,654,-85.964003,31.116141,2022-06-20,1619,L8
655,655,-85.783087,31.728667,2022-06-20,1619,L8
659,659,-85.515772,32.206447,2022-06-20,1619,L8
664,664,-86.530519,32.207523,2022-06-20,1619,L8
669,669,-86.405541,32.432706,2022-06-20,1619,L8
681,681,-86.23543,32.511352,2022-06-20,1619,L8
685,685,-85.524353,32.521256,2022-06-20,1619,L8
687,687,-86.132688,32.534229,2022-06-20,1619,L8
693,693,-86.312533,32.619775,2022-06-20,1619,L8
695,695,-86.593843,32.639943,2022-06-20,1619,L8
696,696,-85.890968,32.732849,2022-06-20,1619,L8
698,698,-86.874813,32.76746,2022-06-20,1619,L8
703,703,-85.459546,32.984526,2022-06-20,1619,L8
705,705,-87.000054,33.050045,2022-06-20,1619,L8
723,723,-85.298374,33.152074,2022-06-20,1619,L8
724,724,-85.472981,33.284478,2022-06-20,1619,L8
725,725,-85.822773,33.288825,2022-06-20,1619,L8
727,727,-86.304872,33.436409,2022-06-20,1619,L8
731,731,-86.80455,33.545086,2022-06-20,1619,L8
734,734,-86.232114,33.562341,2022-06-20,1619,L8
743,743,-86.020581,33.576812,2022-06-20,1619,L8
747,747,-86.414639,33.670488,2022-06-20,1619,L8
750,750,-85.8522,33.696577,2022-06-20,1619,L8
764,764,-88.495255,28.192078,2022-06-20,1620,L8
765,765,-94.809185,44.81692,2022-06-20,1704,L9
767,767,-94.129152,45.469202,2022-06-20,1704,L9
768,768,-95.134895,45.566623,2022-06-20,1704,L9
775,775,-94.277419,46.401624,2022-06-20,1704,L9
776,776,-94.345747,46.687838,2022-06-20,1704,L9
782,782,-93.943723,46.739376,2022-06-20,1704,L9
788,788,-95.509238,41.06724,2022-06-20,1705,L9
789,789,-96.236811,41.160768,2022-06-20,1705,L9
790,790,-95.424534,41.200535,2022-06-20,1705,L9
792,792,-95.870611,41.245417,2022-06-20,1705,L9
795,795,-95.023999,41.417011,2022-06-20,1705,L9
796,796,-95.478224,41.82248,2022-06-20,1705,L9
801,801,-96.743124,41.90404,2022-06-20,1705,L9
802,802,-94.948391,42.125092,2022-06-20,1705,L9
803,803,-95.770964,42.48686,2022-06-20,1705,L9
804,804,-95.547512,42.745177,2022-06-20,1705,L9
806,806,-95.77245,42.767503,2022-06-20,1705,L9
808,808,-94.775811,42.77812,2022-06-20,1705,L9
810,810,-95.256181,42.968485,2022-06-20,1705,L9
815,815,-95.697302,43.572381,2022-06-20,1705,L9
817,817,-97.783401,36.671084,2022-06-20,1706,L9
818,818,-96.93218,36.705581,2022-06-20,1706,L9
822,822,-97.399988,37.603207,2022-06-20,1706,L9
823,823,-97.521739,37.7873,2022-06-20,1706,L9
824,824,-96.998443,38.115074,2022-06-20,1706,L9
826,826,-96.213678,38.442896,2022-06-20,1706,L9
828,828,-97.931049,38.458458,2022-06-20,1706,L9
928,928,-96.179392,38.652089,2022-06-20,1706,L9
929,929,-97.113038,38.907146,2022-06-20,1706,L9
930,930,-96.288218,39.163332,2022-06-20,1706,L9
934,934,-95.481851,40.723009,2022-06-20,1706,L9
935,935,-97.321381,40.888492,2022-06-20,1706,L9
937,937,-97.71139,33.805303,2022-06-20,1707,L9
940,940,-97.404845,34.081718,2022-06-20,1707,L9
945,945,-97.488898,34.218314,2022-06-20,1707,L9
947,947,-97.605031,34.736108,2022-06-20,1707,L9
949,949,-98.008926,34.912384,2022-06-20,1707,L9
950,950,-97.879366,34.99755,2022-06-20,1707,L9
951,951,-97.149326,35.025399,2022-06-20,1707,L9
965,965,-98.044078,35.193453,2022-06-20,1707,L9
966,966,-97.803907,35.257589,2022-06-20,1707,L9
970,970,-98.345946,35.273095,2022-06-20,1707,L9
972,972,-97.22657,35.344897,2022-06-20,1707,L9
973,973,-97.592909,35.406789,2022-06-20,1707,L9
975,975,-96.961766,35.452686,2022-06-20,1707,L9
978,978,-97.457509,35.559844,2022-06-20,1707,L9
982,982,-97.580786,35.626542,2022-06-20,1707,L9
985,985,-97.805672,35.630063,2022-06-20,1707,L9
986,986,-97.063715,35.817302,2022-06-20,1707,L9
990,990,-97.899111,35.941996,2022-06-20,1707,L9
996,996,-98.183688,35.954818,2022-06-20,1707,L9
997,997,-97.876782,36.505412,2022-06-20,1707,L9
1011,1011,-98.757834,29.315676,2022-06-20,1708,L9
1012,1012,-98.709824,29.467749,2022-06-20,1708,L9
1015,1015,-98.874996,30.258307,2022-06-20,1708,L9
1016,1016,-99.819654,30.969907,2022-06-20,1708,L9
1020,1020,-97.978043,31.853251,2022-06-20,1708,L9
1021,1021,-98.186254,32.261255,2022-06-20,1708,L9
1027,1027,-97.91665,32.621043,2022-06-20,1708,L9
1028,1028,-97.79002,32.62151,2022-06-20,1708,L9
1029,1029,-97.889586,32.946879,2022-06-20,1708,L9
1030,1030,-99.617387,33.014151,2022-06-20,1708,L9
1031,1031,-97.773203,33.170374,2022-06-20,1708,L9
1032,1032,-98.747575,33.357464,2022-06-20,1708,L9
1033,1033,-97.525434,33.535919,2022-06-20,1708,L9
1038,1038,-99.655125,27.284123,2022-06-20,1709,L9
1042,1042,-99.541865,27.431401,2022-06-20,1709,L9
1048,1048,-100.621217,27.540813,2022-06-20,1709,L9
1049,1049,-99.497709,27.601919,2022-06-20,1709,L9
1057,1057,-99.445641,27.73128,2022-06-20,1709,L9
1058,1058,-99.341905,28.135367,2022-06-20,1709,L9
1062,1062,-99.257293,28.267436,2022-06-20,1709,L9
1063,1063,-100.377555,28.307847,2022-06-20,1709,L9
1065,1065,-99.553191,28.408727,2022-06-20,1709,L9
1066,1066,-99.695235,28.445446,2022-06-20,1709,L9
1067,1067,-99.084333,28.477525,2022-06-20,1709,L9
1068,1068,-99.264323,28.512227,2022-06-20,1709,L9
1070,1070,-99.600459,28.589145,2022-06-20,1709,L9
1074,1074,-98.911037,28.638104,2022-06-20,1709,L9
1075,1075,-99.369958,28.736466,2022-06-20,1709,L9
1080,1080,-99.803029,25.000156,2022-06-20,1710,L9
1081,1081,-99.834621,25.187452,2022-06-20,1710,L9
1085,1085,-99.996591,25.29806,2022-06-20,1710,L9
1090,1090,-101.482166,25.362307,2022-06-20,1710,L9
1091,1091,-100.818643,25.436192,2022-06-20,1710,L9
1093,1093,-99.713287,25.465767,2022-06-20,1710,L9
1094,1094,-100.016971,25.560684,2022-06-20,1710,L9
1100,1100,-100.919436,25.603899,2022-06-20,1710,L9
1109,1109,-100.311002,25.659649,2022-06-20,1710,L9
1110,1110,-100.210627,25.664038,2022-06-20,1710,L9
1111,1111,-100.440523,25.669263,2022-06-20,1710,L9
1153,1153,-100.477281,25.789965,2022-06-20,1710,L9
1158,1158,-100.121332,25.799104,2022-06-20,1710,L9
1160,1160,-100.356293,25.80577,2022-06-20,1710,L9
1164,1164,-100.240454,25.830911,2022-06-20,1710,L9
1172,1172,-99.991132,25.902441,2022-06-20,1710,L9
1174,1174,-100.374126,25.924777,2022-06-20,1710,L9
1176,1176,-100.188915,25.974358,2022-06-20,1710,L9
1178,1178,-99.602883,26.118846,2022-06-20,1710,L9
1185,1185,-99.494022,26.346529,2022-06-20,1710,L9
1186,1186,-106.580663,49.690371,2022-06-20,1753,L8
1188,1188,-108.241698,39.833558,2022-06-20,1756,L8
1190,1190,-110.00004,34.258718,2022-06-20,1757,L8
1191,1191,-110.044871,34.785799,2022-06-20,1757,L8
1192,1192,-111.441848,35.354126,2022-06-20,1757,L8
1193,1193,-111.085724,30.15492,2022-06-20,1758,L8
1194,1194,-112.237738,30.52754,2022-06-20,1758,L8
1196,1196,-111.447438,30.571905,2022-06-20,1758,L8
1197,1197,-111.789257,30.594915,2022-06-20,1758,L8
1207,1207,-112.183507,30.670695,2022-06-20,1758,L8
1211,1211,-111.39296,31.100759,2022-06-20,1758,L8
1213,1213,-110.960666,31.255103,2022-06-20,1758,L8
1222,1222,-111.055158,31.73284,2022-06-20,1758,L8
1223,1223,-111.574853,31.937795,2022-06-20,1758,L8
1486,1486,-110.312647,31.971338,2022-06-20,1758,L8
1562,1562,-110.804329,32.184697,2022-06-20,1758,L8
1566,1566,-111.024937,32.407313,2022-06-20,1758,L8
1568,1568,-110.874192,32.524979,2022-06-20,1758,L8
1570,1570,-111.528304,33.370397,2022-06-20,1758,L8
1571,1571,-110.861304,33.417985,2022-06-20,1758,L8
1573,1573,-111.374185,28.801985,2022-06-20,1759,L8
1574,1574,-112.005843,28.858325,2022-06-20,1759,L8
1576,1576,-111.258224,28.900822,2022-06-20,1759,L8
1577,1577,-121.034019,44.219809,2022-06-20,1843,L9
1578,1578,-120.214382,45.646375,2022-06-20,1843,L9
1580,1580,-119.878709,45.946966,2022-06-20,1843,L9
1582,1582,-120.216608,46.066748,2022-06-20,1843,L9
1585,1585,-118.275384,46.078994,2022-06-20,1843,L9
1587,1587,-118.827818,46.229448,2022-06-20,1843,L9
1589,1589,-118.110455,46.289699,2022-06-20,1843,L9
1590,1590,-119.208455,46.715743,2022-06-20,1843,L9
1594,1594,-119.371616,46.811022,2022-06-20,1843,L9
1600,1600,-119.897986,47.244913,2022-06-20,1843,L9
1601,1601,-119.674596,48.007857,2022-06-20,1843,L9
1602,1602,-121.405892,36.533311,2022-06-20,1845,L9
1604,1604,-121.91013,36.540068,2022-06-20,1845,L9
1606,1606,-121.630555,36.619936,2022-06-20,1845,L9
1611,1611,-121.615554,36.801757,2022-06-20,1845,L9
1613,1613,-121.326237,36.823185,2022-06-20,1845,L9
1614,1614,-121.380035,36.935609,2022-06-20,1845,L9
1616,1616,-121.679236,37.184305,2022-06-20,1845,L9
1618,1618,-121.901204,37.212802,2022-06-20,1845,L9
1622,1622,-121.141832,37.393129,2022-06-20,1845,L9
1623,1623,-122.201528,37.428291,2022-06-20,1845,L9
1624,1624,-121.93227,37.454828,2022-06-20,1845,L9
1629,1629,-121.066499,37.541977,2022-06-20,1845,L9
1633,1633,-122.484275,37.582372,2022-06-20,1845,L9
1636,1636,-121.109806,37.66894,2022-06-20,1845,L9
1638,1638,-122.445457,37.685219,2022-06-20,1845,L9
1641,1641,-121.659947,37.755697,2022-06-20,1845,L9
1643,1643,-121.261141,37.757246,2022-06-20,1845,L9
1650,1650,-122.006479,37.817802,2022-06-20,1845,L9
1652,1652,-121.185185,37.88317,2022-06-20,1845,L9
1656,1656,-121.426231,37.905025,2022-06-20,1845,L9
1658,1658,-122.658117,37.905318,2022-06-20,1845,L9
1660,1660,-122.39538,37.943467,2022-06-20,1845,L9
1681,1681,-121.241982,37.990554,2022-06-20,1845,L9
1683,1683,-121.934606,38.004006,2022-06-20,1845,L9
1687,1687,-121.638885,38.01231,2022-06-20,1845,L9
1689,1689,-122.098978,38.030796,2022-06-20,1845,L9
1691,1691,-121.101188,38.098396,2022-06-20,1845,L9
1697,1697,-122.565495,38.160795,2022-06-20,1845,L9
1699,1699,-122.702694,38.190694,2022-06-20,1845,L9
1701,1701,-122.747876,38.301113,2022-06-20,1845,L9
1705,1705,-122.30225,38.402047,2022-06-20,1845,L9
1707,1707,-121.460501,38.451327,2022-06-20,1845,L9
1709,1709,-122.538984,38.562461,2022-06-20,1845,L9
1710,1710,-121.611859,38.981726,2022-06-20,1845,L9
1715,1715,-122.139017,39.123324,2022-06-20,1845,L9
1716,1716,-121.673185,39.184099,2022-06-20,1845,L9
1718,1718,-121.680354,39.376103,2022-06-20,1845,L9
1722,1722,-121.803129,39.630167,2022-06-20,1845,L9
1728,1728,-121.907997,39.741212,2022-06-20,1845,L9
0,1740,-68.040365,46.603174,2022-06-21,1519,L8
4,1744,-68.400437,46.666373,2022-06-21,1519,L8
6,1746,-67.881117,46.689471,2022-06-21,1519,L8
8,1748,-67.757112,47.065613,2022-06-21,1519,L8
9,1749,-68.31448,47.28924,2022-06-21,1519,L8
11,1751,-68.225346,43.054562,2022-06-21,1520,L8
12,1752,-68.012448,44.323289,2022-06-21,1520,L8
13,1753,-69.0061,44.496901,2022-06-21,1520,L8
15,1755,-69.447724,45.199273,2022-06-21,1520,L8
16,1756,-68.834259,42.098762,2022-06-21,1521,L8
18,1758,-79.665535,45.685173,2022-06-21,1608,L9
19,1759,-82.222047,42.385252,2022-06-21,1609,L9
20,1760,-81.948791,42.390271,2022-06-21,1609,L9
21,1761,-81.531919,42.658815,2022-06-21,1609,L9
25,1765,-82.124071,42.673716,2022-06-21,1609,L9
27,1767,-80.813405,42.772557,2022-06-21,1609,L9
28,1768,-81.151219,42.802597,2022-06-21,1609,L9
29,1769,-81.32557,42.817633,2022-06-21,1609,L9
30,1770,-82.747831,42.826367,2022-06-21,1609,L9
39,1779,-82.447178,42.902153,2022-06-21,1609,L9
44,1784,-80.684914,42.945177,2022-06-21,1609,L9
45,1785,-81.869687,42.966891,2022-06-21,1609,L9
48,1788,-81.741483,42.981841,2022-06-21,1609,L9
49,1789,-80.810516,42.998134,2022-06-21,1609,L9
50,1790,-82.697018,43.10133,2022-06-21,1609,L9
51,1791,-80.726829,43.195443,2022-06-21,1609,L9
52,1792,-81.197194,43.298253,2022-06-21,1609,L9
53,1793,-80.985617,43.384595,2022-06-21,1609,L9
55,1795,-80.667787,43.392758,2022-06-21,1609,L9
56,1796,-80.437152,43.417518,2022-06-21,1609,L9
59,1799,-80.571006,43.511834,2022-06-21,1609,L9
64,1804,-80.624987,43.605217,2022-06-21,1609,L9
66,1806,-81.169362,43.795331,2022-06-21,1609,L9
77,1817,-80.650911,43.942404,2022-06-21,1609,L9
78,1818,-80.289718,44.043099,2022-06-21,1609,L9
81,1821,-82.357267,37.908533,2022-06-21,1610,L9
83,1823,-82.604686,38.191188,2022-06-21,1610,L9
86,1826,-84.243433,38.218151,2022-06-21,1610,L9
88,1828,-83.093785,38.225115,2022-06-21,1610,L9
89,1829,-83.556665,38.31082,2022-06-21,1610,L9
90,1830,-84.251171,38.322532,2022-06-21,1610,L9
92,1832,-82.825161,38.377747,2022-06-21,1610,L9
93,1833,-82.594252,38.434644,2022-06-21,1610,L9
94,1834,-82.766559,38.551931,2022-06-21,1610,L9
96,1836,-83.904311,38.894639,2022-06-21,1610,L9
98,1838,-83.760541,38.915157,2022-06-21,1610,L9
99,1839,-82.630231,38.946426,2022-06-21,1610,L9
100,1840,-82.333066,39.085902,2022-06-21,1610,L9
104,1844,-83.788193,39.432872,2022-06-21,1610,L9
105,1845,-82.313297,39.439968,2022-06-21,1610,L9
107,1847,-83.549637,39.618886,2022-06-21,1610,L9
109,1849,-82.984618,39.67019,2022-06-21,1610,L9
113,1853,-83.900834,39.719281,2022-06-21,1610,L9
115,1855,-83.306756,39.744776,2022-06-21,1610,L9
117,1857,-83.635754,39.779116,2022-06-21,1610,L9
126,1866,-81.880388,39.940866,2022-06-21,1610,L9
127,1867,-82.021575,39.942681,2022-06-21,1610,L9
128,1868,-82.393767,40.027997,2022-06-21,1610,L9
129,1869,-82.773706,40.091451,2022-06-21,1610,L9
131,1871,-83.726877,40.16913,2022-06-21,1610,L9
133,1873,-83.514282,40.230966,2022-06-21,1610,L9
137,1877,-83.382536,40.304828,2022-06-21,1610,L9
138,1878,-82.235834,40.334659,2022-06-21,1610,L9
139,1879,-82.966248,40.410216,2022-06-21,1610,L9
140,1880,-81.829865,40.435852,2022-06-21,1610,L9
143,1883,-82.336251,40.53705,2022-06-21,1610,L9
144,1884,-81.84033,40.537667,2022-06-21,1610,L9
146,1886,-81.947589,40.557377,2022-06-21,1610,L9
147,1887,-83.137846,40.570396,2022-06-21,1610,L9
156,1896,-81.706143,40.611807,2022-06-21,1610,L9
159,1899,-82.08031,40.635668,2022-06-21,1610,L9
161,1901,-83.613876,40.636803,2022-06-21,1610,L9
164,1904,-82.459366,40.709061,2022-06-21,1610,L9
167,1907,-81.825173,40.716689,2022-06-21,1610,L9
168,1908,-81.501472,40.747737,2022-06-21,1610,L9
184,1924,-81.97736,40.776578,2022-06-21,1610,L9
185,1925,-82.159668,40.915688,2022-06-21,1610,L9
188,1928,-82.580632,40.985541,2022-06-21,1610,L9
196,1936,-81.41046,41.029428,2022-06-21,1610,L9
197,1937,-82.115716,41.055836,2022-06-21,1610,L9
199,1939,-83.111308,41.109718,2022-06-21,1610,L9
201,1941,-81.756266,41.247381,2022-06-21,1610,L9
207,1947,-82.556704,41.391744,2022-06-21,1610,L9
208,1948,-81.606183,41.434187,2022-06-21,1610,L9
219,1959,-81.454032,41.551083,2022-06-21,1610,L9
220,1960,-81.100221,41.653268,2022-06-21,1610,L9
221,1961,-81.179091,41.770715,2022-06-21,1610,L9
222,1962,-82.687103,42.058919,2022-06-21,1610,L9
223,1963,-83.119909,42.089023,2022-06-21,1610,L9
224,1964,-82.873988,42.089251,2022-06-21,1610,L9
225,1965,-82.345396,42.153677,2022-06-21,1610,L9
228,1968,-83.112218,42.283149,2022-06-21,1610,L9
255,1995,-93.809935,45.955796,2022-06-21,1658,L8
269,2009,-93.962076,46.733554,2022-06-21,1658,L8
270,2010,-92.576631,47.351787,2022-06-21,1658,L8
276,2016,-93.06091,47.41221,2022-06-21,1658,L8
277,2017,-92.625945,47.567912,2022-06-21,1658,L8
283,2023,-93.698403,42.390719,2022-06-21,1659,L8
286,2026,-94.61145,42.406646,2022-06-21,1659,L8
289,2029,-93.604474,43.080981,2022-06-21,1659,L8
293,2033,-94.800968,43.113518,2022-06-21,1659,L8
296,2036,-93.982642,43.198843,2022-06-21,1659,L8
297,2037,-94.222662,43.291618,2022-06-21,1659,L8
298,2038,-93.239515,43.432429,2022-06-21,1659,L8
301,2041,-93.588696,43.662393,2022-06-21,1659,L8
304,2044,-94.88437,44.068389,2022-06-21,1659,L8
308,2048,-94.318502,44.278084,2022-06-21,1659,L8
313,2053,-93.746374,44.430993,2022-06-21,1659,L8
314,2054,-94.519394,44.530817,2022-06-21,1659,L8
317,2057,-93.803316,44.597787,2022-06-21,1659,L8
321,2061,-94.379484,45.078937,2022-06-21,1659,L8
323,2063,-94.245657,45.182285,2022-06-21,1659,L8
324,2064,-94.686334,38.595557,2022-06-21,1700,L8
326,2066,-96.47414,38.665297,2022-06-21,1700,L8
330,2070,-94.483129,38.680762,2022-06-21,1700,L8
350,2090,-94.490604,38.775013,2022-06-21,1700,L8
352,2092,-94.985802,38.787379,2022-06-21,1700,L8
355,2095,-95.179256,38.924759,2022-06-21,1700,L8
359,2099,-94.692696,39.170708,2022-06-21,1700,L8
360,2100,-94.468837,39.176719,2022-06-21,1700,L8
377,2117,-94.468893,39.412427,2022-06-21,1700,L8
379,2119,-94.876465,39.718747,2022-06-21,1700,L8
380,2120,-95.906003,39.908589,2022-06-21,1700,L8
381,2121,-95.606393,40.095158,2022-06-21,1700,L8
382,2122,-95.405031,40.10276,2022-06-21,1700,L8
387,2127,-95.834256,40.133851,2022-06-21,1700,L8
388,2128,-95.213675,40.365476,2022-06-21,1700,L8
391,2131,-95.710559,40.48379,2022-06-21,1700,L8
392,2132,-94.674326,40.741545,2022-06-21,1700,L8
395,2135,-94.975963,40.920801,2022-06-21,1700,L8
396,2136,-95.50911,41.067151,2022-06-21,1700,L8
398,2138,-94.539644,41.200657,2022-06-21,1700,L8
400,2140,-95.333503,41.470746,2022-06-21,1700,L8
403,2143,-94.455228,41.635723,2022-06-21,1700,L8
405,2145,-93.839804,41.673752,2022-06-21,1700,L8
406,2146,-93.584361,41.682901,2022-06-21,1700,L8
411,2151,-95.478437,41.822468,2022-06-21,1700,L8
417,2157,-94.371083,41.896422,2022-06-21,1700,L8
418,2158,-93.774868,42.057627,2022-06-21,1700,L8
419,2159,-93.460786,42.144159,2022-06-21,1700,L8
427,2167,-95.569362,42.153051,2022-06-21,1700,L8
429,2169,-95.191795,42.154135,2022-06-21,1700,L8
433,2173,-95.301692,42.200882,2022-06-21,1700,L8
442,2182,-95.689796,35.144942,2022-06-21,1701,L8
443,2183,-95.551631,35.205427,2022-06-21,1701,L8
446,2186,-96.657392,35.234601,2022-06-21,1701,L8
449,2189,-95.725715,35.315978,2022-06-21,1701,L8
450,2190,-97.006677,35.320104,2022-06-21,1701,L8
454,2194,-97.218696,35.447827,2022-06-21,1701,L8
456,2196,-96.286266,35.451553,2022-06-21,1701,L8
458,2198,-96.93237,35.490589,2022-06-21,1701,L8
459,2199,-96.557565,35.496021,2022-06-21,1701,L8
